文件路径：/home/xuchen/FanMing/file/topicScore/Anzhi/43.txt
文件总数：1307
敏感函数个数:218
函数名,主题使用次数,恶意使用次数,威胁评分
android/hardware/Camera:open(I)android/hardware/Camera;,47/1307,8/6154,0.001865498017815999
android/media/AsyncPlayer:play(android/content/Context;android/net/Uri;ZI)V,4/1307,4/6154,0.0015712093488752198
android/location/LocationManager:removeTestProvider(java/lang/String;)V,1/1307,3/6154,0.0013723979161114218
android/media/AudioManager:isBluetoothA2dpOn()Z,13/1307,4/6154,0.0012805638946391334
android/location/LocationManager:clearTestProviderEnabled(java/lang/String;)V,14/1307,4/6154,0.0012610882863340028
android/location/LocationManager:clearTestProviderStatus(java/lang/String;)V,14/1307,4/6154,0.0012610882863340028
android/location/LocationManager:addTestProvider(java/lang/String;ZZZZZZZII)V,14/1307,4/6154,0.0012610882863340028
android/location/LocationManager:clearTestProviderLocation(java/lang/String;)V,14/1307,4/6154,0.0012610882863340028
android/location/LocationManager:addProximityAlert(DDFJandroid/app/PendingIntent;)V,15/1307,4/6154,0.0012428700714492166
android/net/wifi/WifiManager$MulticastLock:release()V,15/1307,4/6154,0.0012428700714492166
android/location/LocationManager:setTestProviderStatus(java/lang/String;Iandroid/os/Bundle;J)V,3/1307,3/6154,0.0012256494619365854
android/net/wifi/WifiManager:updateNetwork(android/net/wifi/WifiConfiguration;)I,3/1307,3/6154,0.0012256494619365854
android/location/LocationManager:setTestProviderLocation(java/lang/String;android/location/ocation;)V,3/1307,3/6154,0.0012256494619365854
android/net/wifi/WifiManager$MulticastLock:acquire()V,18/1307,4/6154,0.001194359432322207
android/app/NotificationManager:notify(java/lang/String;Iandroid/app/Notification;)V,55/1307,5/6154,0.0011115433543827948
android/media/MediaRecorder:setVideoSource(I)V,59/1307,5/6154,0.0010871988440013817
android/location/LocationManager:sendExtraCommand(java/lang/String;java/lang/String;android/os/Bundle;)Z,148/1307,7/6154,0.0010727372821218543
android/provider/Settings$Secure:getUriFor(java/lang/String;)android/net/Uri;,1/1307,2/6154,9.149319440742813E-4
android/nfc/tech/Ndef:connect()V,1/1307,2/6154,9.149319440742813E-4
android/provider/Settings$Secure:putString(android/content/ContentResolver;java/lang/String;java/lang/String;)Z,1/1307,2/6154,9.149319440742813E-4
android/nfc/tech/Ndef:writeNdefMessage(android/nfc/NdefMessage;)V,1/1307,2/6154,9.149319440742813E-4
android/media/MediaPlayer:setWakeMode(android/content/Context;I)V,109/1307,5/6154,8.733205252050042E-4
