文件路径：/home/xuchen/FanMing/file/topicScore/Google/Productivity.txt
文件总数：569
敏感函数个数:216
函数名,主题使用次数,恶意使用次数,威胁评分
android/net/ConnectivityManager:requestRouteToHost(II)Z,1/569,14/6154,0.005582897593473393
android/net/wifi/WifiManager:addNetwork(android/net/wifi/WifiConfiguration;)I,8/569,19/6154,0.005560046373441531
android/net/wifi/WifiManager:saveConfiguration()Z,6/569,17/6154,0.005276282393317166
android/net/wifi/WifiManager:reconnect()Z,7/569,17/6154,0.005116083644760021
android/bluetooth/BluetoothAdapter:disable()Z,34/569,23/6154,0.0045261646257767785
android/bluetooth/BluetoothAdapter:enable()Z,34/569,23/6154,0.0045261646257767785
android/media/Ringtone:play()V,16/569,16/6154,0.003964025596403763
android/accounts/AccountManager:getAuthToken(android/accounts/Account;java/lang/String;android/os/Bundle;android/app/Activity;android/accounts/AccountManagerCallback;android/os/Handler;)android/accounts/AccountManagerFuture;,14/569,15/6154,0.003848767486202608
android/accounts/AccountManager:addAccount(java/lang/String;java/lang/String;[java/lang/String;android/os/Bundle;android/app/Activity;android/accounts/AccountManagerCallback;android/os/Handler;)android/accounts/AccountManagerFuture;,14/569,13/6154,0.0033355984880422606
android/bluetooth/BluetoothAdapter:getAddress()java/lang/String;,8/569,11/6154,0.0032189742162029916
android/telephony/gsm/SmsManager:sendMultipartTextMessage(java/lang/String;java/lang/String;java/util/Arrayist;java/util/Arrayist;java/util/Arrayist;)V,3/569,9/6154,0.0031487602332798147
android/accounts/AccountManager:invalidateAuthToken(java/lang/String;java/lang/String;)V,37/569,16/6154,0.0030557781469698047
android/accounts/AccountManager:removeAccount(android/accounts/Account;android/accounts/AccountManagerCallback;android/os/Handler;)android/accounts/AccountManagerFuture;,15/569,12/6154,0.0030243593443077276
android/content/ContentResolver:getMasterSyncAutomatically()Z,16/569,12/6154,0.002973019197302822
android/app/WallpaperManager:setResource(I)V,3/569,8/6154,0.0027988979851376133
android/accounts/AccountManager:addAccountExplicitly(android/accounts/Account;java/lang/String;android/os/Bundle;)Z,12/569,10/6154,0.0026668328145730163
android/accounts/AccountManager:getUserData(android/accounts/Account;java/lang/String;)java/lang/String;,9/569,9/6154,0.0025667875199147936
android/net/wifi/WifiManager:getDhcpInfo()android/net/DhcpInfo;,23/569,11/6154,0.0024575741422681375
android/hardware/Camera:open(I)android/hardware/Camera;,7/569,8/6154,0.002407568774004716
android/content/ContentResolver:setMasterSyncAutomatically(Z)V,18/569,10/6154,0.0023990228557722493
android/provider/Settings$System:getUriFor(java/lang/String;)android/net/Uri;,9/569,8/6154,0.002281588906590928
android/media/Ringtone:setStreamType(I)V,6/569,7/6154,0.0021725868678364804
android/app/WallpaperManager:suggestDesiredDimensions(II)V,6/569,7/6154,0.0021725868678364804
android/media/Ringtone:stop()V,10/569,7/6154,0.001949307290974638
android/bluetooth/BluetoothAdapter:getState()I,21/569,8/6154,0.001836450549980975
android/location/LocationManager:addProximityAlert(DDFJandroid/app/PendingIntent;)V,1/569,4/6154,0.0015951135981352553
android/media/MediaPlayer:setWakeMode(android/content/Context;I)V,6/569,5/6154,0.0015518477627403432
android/media/MediaRecorder:setVideoSource(I)V,6/569,5/6154,0.0015518477627403432
android/app/KeyguardManager:exitKeyguardSecurely(android/app/KeyguardManager$OnKeyguardExitResult;)V,9/569,5/6154,0.0014259930666193298
